timestamp,author_name,author_title,author_company,post_content,hashtags,source_url,post_type,collected_at
"2026-03-01T16:42:00+08:00","Skyworld Aviation","-","Skyworld Aviation","ERJ 135 ER lease and ERJ 145 MP sale completed. ERJ 135 ER went to new operator in Europe (serial 145376). ERJ 145 MP sold in African region (serial 145405), currently undergoing work package at AAI Maroc.","#erj145 #erj135 #embraeraircraft #embraer","","Aircraft Transaction","2026-03-01T16:42:00+08:00"
"2026-03-01T16:42:00+08:00","Joe Whaley","Director of Maintenance","Avelo Airlines","I'm happy to share that I'm starting a new position as Director of Maintenance at Avelo Airlines!","","","Career Update","2026-03-01T16:42:00+08:00"
"2026-03-01T16:42:00+08:00","Hector Guerrero","Aviation Maintenance & Quality Leader","Embry-Riddle Aeronautical University","Started MBA with concentration in Aviation Business Administration. Over a decade of experience in engine MRO, line maintenance operations, inspection, and regulatory compliance.","","","Career Update","2026-03-01T16:42:00+08:00"
"2026-03-01T16:42:00+08:00","Magnetic Group / Eigirdas Keblikas","VP of Asset Trading & Leasing","Magnetic Trading","Landing gear market analysis: Assets exist but not always in right configuration, condition, or timeframe. MRO slots constrained, turnaround times longer. Early planning becoming competitive advantage.","#LandingGear #MRO","https://lnkd.in/dc5bGBb3","Market Analysis","2026-03-01T16:42:00+08:00"
"2026-03-01T16:42:00+08:00","Mabel Kwan","Managing Director","Alton Aviation Consultancy","Appointed to advisory board of PTE Asia (Passenger Terminal Expo Asia). China, India, and SEA expected to propel traffic growth, accounting for 8 of top 10 markets by RPK growth 2024-2044.","#AsiaAirports #PTEAsia","","Industry News","2026-03-01T16:42:00+08:00"
"2026-03-01T16:42:00+08:00","Neil Richard Glanville / Jameel Wazir","Pilot","-","Attack on Dubai International Airport - one of the largest airports in the world","","https://lnkd.in/gkNz5KYQ","Breaking News","2026-03-01T16:42:00+08:00"
"2026-03-01T16:42:00+08:00","Aviation & Aerospace Professionals / Bhavya Velani","-","-","Drone Strike Shocks Gulf: Kuwait Airport Terminal Hit on 28 February 2026. Damage to Terminal 1, several airport workers injured. No passenger fatalities reported. Investigations underway amid rising regional tensions.","","","Breaking News","2026-03-01T16:42:00+08:00"
"2026-03-01T16:42:00+08:00","Lakshmi Nambiar","Sales & Business Development Representative","Werner Aero, LLC","Now Hiring: Shipping & Receiving Clerk. Also added customer payment options and customer forms directly to website for smoother customer experience.","","https://lnkd.in/gQTcAsNd","Job Posting","2026-03-01T16:42:00+08:00"
"2026-03-01T16:42:00+08:00","Kalitta Air / Conrad Kalitta","-","Kalitta Air","Happy Birthday, Conrad 'Connie' Kalitta — a true American visionary and entrepreneur. Founder of Kalitta Air in 2000, transforming it into a global freight powerhouse operating worldwide charter and scheduled cargo services.","","","Company News","2026-03-01T16:42:00+08:00"
"2026-03-01T16:42:00+08:00","Aerospace Engineering Solutions","-","Aerospace Engineering Solutions","Provided Part 21J exterior livery drawings and EASA-approved certification for Brussels Airlines' newest Tintin-themed Airbus A320 (OO-SNJ), supporting Airbourne Colours Ltd and the wider project team.","#Part21J #AerospaceEngineering #EASA","","Project Completion","2026-03-01T16:42:00+08:00"
"2026-03-01T16:42:00+08:00","-","-","SGI Aviation","Started new position as Independent Technical Consultant at SGI Aviation","","","Career Update","2026-03-01T16:42:00+08:00"
